REPORTDATE,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,NEIGHBORHOOD_ID
2/20/2012,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,westwood
3/8/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,platt-park
3/11/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,south-park-hill
4/14/2014,2303,THEFT - SHOPLIFT,Larceny,baker
9/6/2013,1205,ROBBERY - STREET,Robbery-Street-Res,cbd
3/29/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,rosedale
4/14/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
6/10/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,goldsmith
12/31/2013,2399,THEFT - OTHER,Larceny,montbello
7/8/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
10/17/2013,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,south-park-hill
12/16/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
10/20/2014,1205,ROBBERY - STREET,Robbery-Street-Res,montbello
4/13/2015,2399,THEFT - OTHER,Larceny,capitol-hill
3/24/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sunnyside
11/18/2013,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,cole
3/19/2014,2399,THEFT - OTHER,Larceny,windsor
7/16/2012,2399,THEFT - OTHER,Larceny,five-points
3/15/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cole
3/24/2012,1205,ROBBERY - STREET,Robbery-Street-Res,civic-center
1/17/2013,2308,THEFT - FROM BLDG,Larceny,baker
12/1/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
11/24/2015,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,city-park-west
11/3/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,virginia-village
1/19/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
5/1/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,hampden-south
5/2/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,wellshire
6/21/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,hampden
5/12/2013,1205,ROBBERY - STREET,Robbery-Street-Res,hilltop
5/11/2012,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,gateway-green-valley-ranch
7/8/2013,2205,BURGLARY - BUSINESS NO FORCE,Burglary,baker
12/23/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
3/22/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
1/10/2013,2399,THEFT - OTHER,Larceny,skyland
5/1/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,hampden-south
8/7/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,athmar-park
5/12/2012,1202,ROBBERY - BUSINESS,Robbery-Business,regis
3/29/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
2/12/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
3/20/2012,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,overland
7/14/2012,2399,THEFT - OTHER,Larceny,overland
7/20/2013,2308,THEFT - FROM BLDG,Larceny,globeville
8/13/2013,1313,ASSAULT - SIMPLE,Simple Assault,montbello
4/15/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,lincoln-park
12/20/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
6/24/2013,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,villa-park
5/8/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,berkeley
6/1/2013,2308,THEFT - FROM BLDG,Larceny,college-view-south-platte
7/2/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,hale
1/31/2013,2399,THEFT - OTHER,Larceny,northeast-park-hill
2/27/2012,2399,THEFT - OTHER,Larceny,highland
4/13/2013,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,cole
12/13/2012,2399,THEFT - OTHER,Larceny,montclair
12/14/2012,1205,ROBBERY - STREET,Robbery-Street-Res,globeville
12/14/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
5/4/2012,2202,BURG/AUTO THEFT-RESD W/ FORCE,Burglary,cheesman-park
5/7/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,fort-logan
5/7/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sunnyside
5/30/2012,2399,THEFT - OTHER,Larceny,elyria-swansea
4/17/2012,2005,ARSON - BUSINESS,All Other Crimes,barnum
3/4/2012,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,virginia-village
10/15/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,gateway-green-valley-ranch
5/6/2013,1205,ROBBERY - STREET,Robbery-Street-Res,five-points
1/15/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,university
4/6/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-park-west
1/7/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,city-park-west
4/15/2013,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,washington-virginia-vale
8/2/2013,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,civic-center
12/14/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
8/12/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,capitol-hill
9/10/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,valverde
4/19/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
11/1/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sloan-lake
6/6/2013,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,barnum-west
5/1/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
3/7/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cole
11/24/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
1/3/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
5/25/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
2/23/2013,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,overland
8/20/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sun-valley
1/10/2014,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,cole
7/13/2014,1316,THREATS TO INJURE,All Other Crimes,five-points
2/15/2012,5312,DISTURBING THE PEACE,All Other Crimes,capitol-hill
7/17/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,rosedale
7/31/2013,1205,ROBBERY - STREET,Robbery-Street-Res,speer
4/1/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,platt-park
1/3/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/13/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
6/19/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
8/22/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/20/2012,2399,THEFT - OTHER,Larceny,five-points
12/1/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,northeast-park-hill
1/23/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
4/24/2013,1316,THREATS TO INJURE,All Other Crimes,jefferson-park
3/25/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cory-merrill
5/14/2014,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,stapleton
8/20/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
4/15/2014,1205,ROBBERY - STREET,Robbery-Street-Res,goldsmith
7/7/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,montclair
9/30/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,northeast-park-hill
5/24/2012,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,cbd
6/14/2012,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,highland
6/22/2014,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,highland
6/22/2014,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,highland
7/18/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,east-colfax
8/26/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
10/4/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,ruby-hill
5/26/2012,1205,ROBBERY - STREET,Robbery-Street-Res,north-park-hill
7/12/2012,2399,THEFT - OTHER,Larceny,cbd
4/3/2014,3563,DRUG - MARIJUANA CULTIVATION,Drug Offenses,washington-virginia-vale
7/1/2012,2204,BURG/AUTO THEFT-RESD NO FORCE,Burglary,university-hills
4/16/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
9/27/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,goldsmith
9/5/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
1/17/2012,1205,ROBBERY - STREET,Robbery-Street-Res,kennedy
8/16/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,goldsmith
2/26/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,west-colfax
1/18/2012,1205,ROBBERY - STREET,Robbery-Street-Res,lincoln-park
1/17/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,west-colfax
5/29/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,college-view-south-platte
9/10/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
1/20/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
7/12/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
7/25/2013,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,college-view-south-platte
7/1/2012,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,northeast-park-hill
5/6/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
5/6/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
10/14/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,ruby-hill
10/23/2012,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,westwood
6/28/2013,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,civic-center
7/19/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,ruby-hill
7/29/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
6/19/2012,2399,THEFT - OTHER,Larceny,stapleton
10/2/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
5/28/2012,1205,ROBBERY - STREET,Robbery-Street-Res,college-view-south-platte
6/18/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
6/18/2012,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,globeville
1/2/2014,2203,BURGLARY - BUSINESS BY FORCE,Burglary,speer
12/10/2013,2399,THEFT - OTHER,Larceny,cherry-creek
6/3/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
4/7/2016,5707,CRIMINAL TRESPASSING,All Other Crimes,washington-virginia-vale
8/14/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,montbello
8/25/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
8/28/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,cole
8/17/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
6/3/2016,3560,DRUG - MARIJUANA SELL,Drug Offenses,virginia-village
10/17/2016,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,harvey-park
8/9/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,westwood
8/8/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
7/1/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,northeast-park-hill
8/8/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sun-valley
5/24/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,ruby-hill
6/12/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,indian-creek
2/9/2015,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,barnum
1/11/2016,3562,DRUG - MARIJUANA POSSESS,Drug Offenses,washington-park-west
8/10/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
5/24/2016,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,overland
12/23/2015,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sun-valley
12/23/2015,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,sun-valley
8/15/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,wellshire
6/2/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/7/2016,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,dia
6/8/2016,1316,THREATS TO INJURE,All Other Crimes,cheesman-park
9/17/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,belcaro
7/15/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
8/5/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
10/4/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
10/17/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,northeast-park-hill
7/28/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
8/8/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
5/24/2016,1205,ROBBERY - STREET,Robbery-Street-Res,montbello
8/6/2016,2205,BURGLARY - BUSINESS NO FORCE,Burglary,montclair
6/9/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,baker
7/18/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
5/26/2015,3560,DRUG - MARIJUANA SELL,Drug Offenses,auraria
10/5/2016,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,cole
10/5/2016,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,east-colfax
4/30/2016,2303,THEFT - SHOPLIFT,Larceny,overland
6/3/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/5/2016,1205,ROBBERY - STREET,Robbery-Street-Res,union-station
6/27/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,university-hills
7/15/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
12/22/2014,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,westwood
7/30/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
6/5/2016,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,west-colfax
6/11/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,sun-valley
1/28/2013,2399,THEFT - OTHER,Larceny,jefferson-park
6/24/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,virginia-village
8/22/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,five-points
8/10/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/10/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,elyria-swansea
8/10/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,northeast-park-hill
6/13/2016,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,washington-park
1/17/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,college-view-south-platte
1/17/2016,2307,BURGLARY - VENDING MACHINE,Larceny,college-view-south-platte
3/12/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,globeville
2/21/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,east-colfax
8/13/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,athmar-park
7/1/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,washington-virginia-vale
9/27/2016,2399,THEFT - OTHER,Larceny,athmar-park
2/14/2016,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,five-points
7/19/2016,2399,THEFT - OTHER,Larceny,berkeley
8/10/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,wellshire
10/18/2012,2203,BURGLARY - BUSINESS BY FORCE,Burglary,highland
6/10/2016,2399,THEFT - OTHER,Larceny,globeville
8/25/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,overland
3/12/2013,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,montbello
2/17/2013,2203,BURGLARY - BUSINESS BY FORCE,Burglary,goldsmith
9/6/2016,2205,BURGLARY - BUSINESS NO FORCE,Burglary,elyria-swansea
9/25/2016,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,ruby-hill
12/22/2014,1205,ROBBERY - STREET,Robbery-Street-Res,westwood
12/12/2014,1313,ASSAULT - SIMPLE,Simple Assault,hale
9/8/2016,2203,BURGLARY - BUSINESS BY FORCE,Burglary,valverde
